날짜,원/미국달러(매매기준율),원/일본엔(100엔)
"1991/11/08","752.30","577.58"
"1991/11/09","752.10","576.85"
"1991/11/11","752.10","575.88"
"1991/11/12","752.10","578.87"
"1991/11/13","752.20","579.73"
"1991/11/14","751.30","579.26"
"1991/11/15","751.90","580.17"
"1991/11/16","752.50","581.75"
"1991/11/18","752.50","583.79"
"1991/11/19","752.90","581.61"
"1991/11/20","752.80","580.64"
"1991/11/21","754.00","582.01"
"1991/11/22","754.80","582.41"
"1991/11/23","754.90","583.36"
"1991/11/25","754.90","584.29"
"1991/11/26","754.40","588.69"
"1991/11/27","754.10","582.54"
"1991/11/28","754.50","581.82"
"1991/11/29","754.50","580.83"
"1991/11/30","754.50","580.45"
"1991/12/02","754.50","581.06"
"1991/12/03","754.40","580.08"
"1991/12/04","754.20","583.75"
"1991/12/05","754.60","585.64"
"1991/12/06","755.10","587.86"
"1991/12/07","755.00","590.30"
"1991/12/09","755.00","588.92"
"1991/12/10","755.90","589.86"
"1991/12/11","756.50","588.03"
"1991/12/12","756.90","585.84"
"1991/12/13","756.60","586.28"
"1991/12/14","757.30","586.69"
"1991/12/16","757.30","587.17"
"1991/12/17","758.00","591.49"
"1991/12/18","758.20","591.19"
"1991/12/19","758.20","590.04"
"1991/12/20","758.40","591.58"
"1991/12/21","758.70","594.94"
"1991/12/23","758.70","595.83"
"1991/12/24","759.00","598.34"
"1991/12/26","758.80","598.66"
"1991/12/27","759.50","600.40"
"1991/12/28","760.20","603.81"
"1991/12/30","760.20","601.19"
"1991/12/31","760.80","607.18"
"1992/01/03","760.80","610.64"
"1992/01/04","759.00","608.90"
"1992/01/06","759.00","612.10"
"1992/01/07","759.30","615.07"
"1992/01/08","761.00","615.70"
"1992/01/09","761.60","612.07"
"1992/01/10","762.60","606.44"
"1992/01/11","762.40","599.84"
"1992/01/13","762.40","601.97"
"1992/01/14","763.00","600.79"
"1992/01/15","763.00","602.07"
"1992/01/16","763.20","595.09"
"1992/01/17","763.40","596.17"
"1992/01/18","763.50","613.50"
"1992/01/20","763.50","620.23"
"1992/01/21","763.70","618.88"
"1992/01/22","764.30","618.37"
"1992/01/23","764.50","619.03"
"1992/01/24","764.60","616.36"
"1992/01/25","764.50","618.78"
"1992/01/27","764.50","613.32"
"1992/01/28","764.50","610.87"
"1992/01/29","763.60","607.72"
"1992/01/30","762.60","607.65"
"1992/01/31","762.00","605.96"
"1992/02/01","762.30","605.96"
"1992/02/06","762.30","607.89"
"1992/02/07","763.80","608.00"
"1992/02/08","764.30","609.85"
"1992/02/10","764.30","610.22"
"1992/02/11","765.00","603.67"
"1992/02/12","765.00","602.36"
"1992/02/13","764.40","599.53"
"1992/02/14","764.30","598.75"
"1992/02/15","765.30","598.36"
"1992/02/17","765.30","598.12"
"1992/02/18","765.40","602.44"
"1992/02/19","766.40","599.92"
"1992/02/20","766.50","597.66"
"1992/02/21","767.40","596.73"
"1992/02/22","767.90","595.53"
"1992/02/24","767.90","595.96"
"1992/02/25","768.20","595.04"
"1992/02/26","767.00","590.59"
"1992/02/27","767.30","593.20"
"1992/02/28","767.80","594.04"
"1992/02/29","768.20","593.20"
"1992/03/02","768.20","592.52"
"1992/03/03","768.60","592.60"
"1992/03/04","768.20","586.64"
"1992/03/05","768.30","582.93"
"1992/03/06","768.30","582.05"
"1992/03/07","768.20","582.63"
"1992/03/09","768.20","583.07"
"1992/03/11","769.00","578.41"
"1992/03/12","769.50","576.19"
"1992/03/13","770.00","572.28"
"1992/03/14","770.70","576.59"
"1992/03/16","770.70","575.36"
"1992/03/17","771.40","576.53"
"1992/03/18","771.10","579.99"
"1992/03/19","772.40","584.05"
"1992/03/20","773.40","578.57"
"1992/03/21","773.30","577.87"
"1992/03/23","773.30","576.87"
"1992/03/25","773.80","579.41"
"1992/03/26","774.00","580.43"
"1992/03/27","774.00","577.18"
"1992/03/28","774.40","582.10"
"1992/03/30","774.40","581.38"
"1992/03/31","775.10","582.91"
"1992/04/01","775.00","584.91"
"1992/04/02","775.00","575.78"
"1992/04/03","775.00","579.22"
"1992/04/04","775.60","581.19"
"1992/04/06","775.60","580.97"
"1992/04/07","776.90","584.36"
"1992/04/08","777.40","582.54"
"1992/04/09","778.30","587.17"
"1992/04/10","779.40","590.23"
"1992/04/11","779.70","586.68"
"1992/04/13","779.70","586.46"
"1992/04/14","780.30","585.81"
"1992/04/15","780.60","586.26"
"1992/04/16","780.50","585.30"
"1992/04/17","779.70","582.52"
"1992/04/18","777.60","580.52"
"1992/04/20","777.60","579.65"
"1992/04/21","777.80","578.51"
"1992/04/22","779.30","580.48"
"1992/04/23","780.10","581.73"
"1992/04/24","779.90","578.78"
"1992/04/25","778.60","578.88"
"1992/04/27","778.60","577.17"
"1992/04/28","779.00","584.62"
"1992/04/29","779.30","584.47"
"1992/04/30","778.80","583.15"
"1992/05/01","778.40","584.38"
"1992/05/02","778.50","586.88"
"1992/05/04","778.50","586.15"
"1992/05/06","780.60","587.58"
"1992/05/07","782.30","591.98"
"1992/05/08","782.40","591.16"
"1992/05/09","782.70","586.86"
"1992/05/11","782.70","586.95"
"1992/05/12","783.40","589.24"
"1992/05/13","782.10","599.31"
"1992/05/14","782.50","603.78"
"1992/05/15","783.20","600.38"
"1992/05/16","783.60","603.47"
"1992/05/18","783.60","604.40"
"1992/05/19","784.70","608.29"
"1992/05/20","783.40","605.41"
"1992/05/21","782.90","603.86"
"1992/05/22","784.00","602.38"
"1992/05/23","784.80","607.20"
"1992/05/25","784.80","607.67"
"1992/05/26","784.90","607.74"
"1992/05/27","785.40","606.02"
"1992/05/28","783.30","601.61"
"1992/05/29","783.30","605.80"
"1992/05/30","783.50","614.03"
"1992/06/01","783.50","614.99"
"1992/06/02","785.10","617.46"
"1992/06/03","786.20","616.39"
"1992/06/04","786.40","617.03"
"1992/06/05","787.30","618.95"
"1992/06/08","787.70","621.70"
"1992/06/09","787.60","619.91"
"1992/06/10","787.10","617.09"
"1992/06/11","788.80","618.91"
"1992/06/12","789.30","624.69"
"1992/06/13","789.30","622.97"
"1992/06/15","789.30","623.21"
"1992/06/16","789.60","622.22"
"1992/06/17","790.30","625.73"
"1992/06/18","790.90","620.56"
"1992/06/19","791.40","623.40"
"1992/06/20","791.40","623.00"
"1992/06/22","791.40","621.68"
"1992/06/23","791.60","623.55"
"1992/06/24","790.60","621.05"
"1992/06/25","790.90","625.46"
"1992/06/26","790.40","630.81"
"1992/06/27","790.20","628.79"
"1992/06/29","790.20","627.89"
"1992/06/30","790.20","629.64"
"1992/07/01","790.10","628.81"
"1992/07/02","788.10","629.10"
"1992/07/03","786.30","633.35"
"1992/07/04","785.70","629.74"
"1992/07/06","785.70","629.82"
"1992/07/07","786.80","633.24"
"1992/07/08","786.20","634.80"
"1992/07/09","786.50","630.71"
"1992/07/10","786.60","627.02"
"1992/07/11","787.10","629.05"
"1992/07/13","787.10","629.18"
"1992/07/14","787.40","630.68"
"1992/07/15","787.70","629.15"
"1992/07/16","787.90","629.06"
"1992/07/18","786.40","632.28"
"1992/07/20","786.40","633.17"
"1992/07/21","786.70","628.35"
"1992/07/22","786.90","628.26"
"1992/07/23","786.60","621.08"
"1992/07/24","786.80","621.73"
"1992/07/25","787.40","614.68"
"1992/07/27","787.40","616.84"
"1992/07/28","788.30","617.79"
"1992/07/29","788.20","618.44"
"1992/07/30","787.50","616.20"
"1992/07/31","788.10","617.39"
"1992/08/01","787.20","619.35"
"1992/08/03","787.20","618.87"
"1992/08/04","788.70","620.05"
"1992/08/05","789.60","620.27"
"1992/08/06","789.20","618.74"
"1992/08/07","789.20","618.25"
"1992/08/08","788.80","618.67"
"1992/08/10","788.80","618.18"
"1992/08/11","790.30","617.42"
"1992/08/12","790.00","617.43"
"1992/08/13","789.60","620.51"
"1992/08/14","790.20","624.66"
"1992/08/17","790.70","626.30"
"1992/08/18","791.60","629.00"
"1992/08/19","791.50","626.81"
"1992/08/20","790.70","624.81"
"1992/08/21","790.70","626.07"
"1992/08/22","790.80","628.59"
"1992/08/24","790.80","631.63"
"1992/08/25","790.20","634.01"
"1992/08/26","788.50","632.32"
"1992/08/27","786.80","628.18"
"1992/08/28","786.80","630.20"
"1992/08/29","787.60","640.07"
"1992/08/31","787.60","640.85"
"1992/09/01","785.80","639.38"
"1992/09/02","785.20","641.50"
"1992/09/03","785.50","637.06"
"1992/09/04","786.10","634.21"
"1992/09/05","785.10","637.64"
"1992/09/07","785.10","637.26"
"1992/09/08","785.00","635.63"
"1992/09/09","784.50","639.89"
"1992/09/14","784.30","627.44"
"1992/09/15","786.00","633.36"
"1992/09/16","786.00","631.83"
"1992/09/17","784.50","627.85"
"1992/09/18","784.30","630.47"
"1992/09/19","784.60","630.15"
"1992/09/21","784.60","634.28"
"1992/09/22","785.70","637.48"
"1992/09/23","786.00","648.38"
"1992/09/24","786.00","655.55"
"1992/09/25","786.10","653.45"
"1992/09/26","786.40","650.35"
"1992/09/28","786.40","653.97"
"1992/09/29","787.80","659.52"
"1992/09/30","786.60","660.45"
"1992/10/01","785.20","655.15"
"1992/10/02","784.70","655.01"
"1992/10/05","785.60","660.72"
"1992/10/06","786.60","655.77"
"1992/10/07","784.80","656.46"
"1992/10/08","783.90","651.21"
"1992/10/09","784.20","644.64"
"1992/10/10","784.70","643.99"
"1992/10/12","784.70","647.18"
"1992/10/13","784.70","649.59"
"1992/10/14","784.30","647.65"
"1992/10/15","783.10","648.53"
"1992/10/16","782.80","648.82"
"1992/10/17","783.00","655.23"
"1992/10/19","783.00","653.86"
"1992/10/20","782.40","648.22"
"1992/10/21","782.00","639.41"
"1992/10/22","782.90","638.84"
"1992/10/23","782.80","650.17"
"1992/10/24","782.70","643.40"
"1992/10/26","782.70","643.93"
"1992/10/27","783.30","642.21"
"1992/10/28","783.40","642.76"
"1992/10/29","782.60","636.52"
"1992/10/30","782.50","635.15"
"1992/10/31","782.40","634.04"
"1992/11/02","782.40","633.27"
"1992/11/03","782.10","633.00"
"1992/11/04","782.00","638.37"
"1992/11/05","782.00","636.55"
"1992/11/06","782.10","636.37"
"1992/11/07","782.00","634.07"
"1992/11/09","782.00","632.94"
"1992/11/10","782.50","629.78"
"1992/11/11","782.50","631.30"
"1992/11/12","782.40","631.48"
"1992/11/13","782.10","631.74"
"1992/11/14","782.40","630.71"
"1992/11/16","782.40","630.21"
"1992/11/17","783.40","627.98"
"1992/11/18","785.10","631.87"
"1992/11/19","786.40","635.47"
"1992/11/20","786.20","636.08"
"1992/11/21","787.50","633.14"
"1992/11/23","787.50","633.17"
"1992/11/24","788.30","636.24"
"1992/11/25","786.50","635.89"
"1992/11/26","785.50","635.00"
"1992/11/27","785.40","633.13"
"1992/11/28","785.10","631.11"
"1992/11/30","785.10","630.86"
"1992/12/01","784.70","629.27"
"1992/12/02","785.30","631.78"
"1992/12/03","786.00","631.58"
"1992/12/04","785.40","630.34"
"1992/12/05","786.30","629.29"
"1992/12/07","786.30","629.04"
"1992/12/08","788.00","635.74"
"1992/12/09","789.30","636.61"
"1992/12/10","789.50","636.44"
"1992/12/11","789.10","637.66"
"1992/12/12","790.20","637.93"
"1992/12/14","790.20","638.13"
"1992/12/15","791.00","638.93"
"1992/12/16","790.50","637.50"
"1992/12/17","789.30","640.93"
"1992/12/19","788.80","640.88"
"1992/12/21","788.80","640.52"
"1992/12/22","790.90","643.27"
"1992/12/23","790.60","638.87"
"1992/12/24","789.40","637.38"
"1992/12/26","789.20","636.73"
"1992/12/28","789.20","636.71"
"1992/12/29","789.70","633.28"
"1992/12/30","789.30","633.47"
"1992/12/31","788.40","633.00"
"1993/01/04","786.60","629.78"
"1993/01/05","788.20","629.55"
"1993/01/06","790.30","633.00"
"1993/01/07","791.10","632.12"
"1993/01/08","791.90","632.26"
"1993/01/09","792.50","632.05"
"1993/01/11","792.50","632.48"
"1993/01/12","792.00","632.59"
"1993/01/13","791.10","631.11"
"1993/01/14","792.20","630.73"
"1993/01/15","793.30","630.28"
"1993/01/16","792.70","628.88"
"1993/01/18","792.70","630.13"
"1993/01/19","792.70","631.76"
"1993/01/20","791.10","630.48"
"1993/01/21","791.40","634.39"
"1993/01/25","792.50","634.51"
"1993/01/26","794.20","642.30"
"1993/01/27","794.30","641.86"
"1993/01/28","793.40","638.55"
"1993/01/29","793.10","635.75"
"1993/01/30","794.00","636.98"
"1993/02/01","794.00","636.73"
"1993/02/02","795.80","635.88"
"1993/02/03","796.20","637.73"
"1993/02/04","796.00","640.13"
"1993/02/05","796.50","638.48"
"1993/02/06","797.40","641.00"
"1993/02/08","797.40","641.51"
"1993/02/09","798.00","644.07"
"1993/02/10","797.70","658.17"
"1993/02/11","796.60","654.83"
"1993/02/12","797.50","660.73"
"1993/02/13","796.60","660.39"
"1993/02/15","796.60","658.62"
"1993/02/16","796.70","658.16"
"1993/02/17","797.10","666.19"
"1993/02/18","796.60","665.22"
"1993/02/19","796.80","669.86"
"1993/02/20","796.90","673.54"
"1993/02/22","796.90","676.20"
"1993/02/23","796.30","684.40"
"1993/02/24","795.50","677.89"
"1993/02/25","795.30","676.28"
"1993/02/26","795.50","674.44"
"1993/02/27","794.90","672.50"
"1993/03/02","794.90","669.67"
"1993/03/03","794.40","675.60"
"1993/03/04","794.50","680.22"
"1993/03/05","793.40","681.03"
"1993/03/06","792.80","674.15"
"1993/03/08","792.80","674.44"
"1993/03/09","792.80","680.22"
"1993/03/11","792.10","670.99"
"1993/03/12","793.50","675.61"
"1993/03/13","793.70","672.26"
"1993/03/15","793.70","671.29"
"1993/03/16","792.20","669.37"
"1993/03/17","792.30","677.64"
"1993/03/18","792.90","676.54"
"1993/03/19","792.70","684.54"
"1993/03/20","792.90","683.53"
"1993/03/22","792.90","682.06"
"1993/03/23","792.90","687.00"
"1993/03/24","793.10","684.59"
"1993/03/25","793.10","676.13"
"1993/03/26","793.30","676.73"
"1993/03/27","793.30","680.68"
"1993/03/29","793.30","682.41"
"1993/03/30","793.80","679.91"
"1993/03/31","794.00","682.42"
"1993/04/01","794.00","689.83"
"1993/04/02","795.20","697.54"
"1993/04/03","795.60","699.43"
"1993/04/06","795.60","700.35"
"1993/04/07","796.50","697.16"
"1993/04/08","796.20","700.57"
"1993/04/09","796.00","701.01"
"1993/04/10","795.80","700.84"
"1993/04/12","795.80","703.94"
"1993/04/13","795.90","706.52"
"1993/04/14","795.70","701.99"
"1993/04/15","795.80","700.22"
"1993/04/16","795.90","703.09"
"1993/04/17","795.70","709.18"
"1993/04/19","795.70","712.67"
"1993/04/20","796.00","715.51"
"1993/04/21","795.80","721.32"
"1993/04/22","795.60","717.73"
"1993/04/23","796.00","722.00"
"1993/04/24","796.00","718.87"
"1993/04/26","796.00","721.67"
"1993/04/27","796.10","718.83"
"1993/04/28","796.00","709.76"
"1993/04/29","795.90","711.90"
"1993/04/30","795.90","716.70"
"1993/05/01","796.00","716.15"
"1993/05/03","796.00","717.93"
"1993/05/04","796.80","719.23"
"1993/05/06","796.80","723.61"
"1993/05/07","797.30","725.81"
"1993/05/08","798.30","723.26"
"1993/05/10","798.30","722.77"
"1993/05/11","799.50","718.01"
"1993/05/12","800.30","719.37"
"1993/05/13","799.40","716.63"
"1993/05/14","800.30","714.39"
"1993/05/15","801.70","723.56"
"1993/05/17","801.70","722.58"
"1993/05/18","801.90","720.65"
"1993/05/19","801.10","717.80"
"1993/05/20","802.20","724.99"
"1993/05/21","802.60","726.33"
"1993/05/22","801.80","726.93"
"1993/05/24","801.80","725.28"
"1993/05/25","801.20","724.71"
"1993/05/26","801.30","733.79"
"1993/05/27","801.30","738.19"
"1993/05/29","801.10","749.04"
"1993/05/31","801.10","743.48"
"1993/06/01","802.20","748.57"
"1993/06/02","803.30","750.75"
"1993/06/03","802.90","749.67"
"1993/06/04","803.70","748.67"
"1993/06/05","803.80","746.16"
"1993/06/07","803.80","745.29"
"1993/06/08","803.20","749.60"
"1993/06/09","802.90","755.32"
"1993/06/10","801.80","753.22"
"1993/06/11","801.30","755.59"
"1993/06/12","801.20","754.43"
"1993/06/14","801.20","756.21"
"1993/06/15","801.50","762.61"
"1993/06/16","802.00","757.68"
"1993/06/17","801.90","752.25"
"1993/06/18","802.00","747.09"
"1993/06/19","802.20","730.93"
"1993/06/21","802.20","733.27"
"1993/06/22","803.40","726.73"
"1993/06/23","804.20","726.47"
"1993/06/24","803.20","737.22"
"1993/06/25","802.60","739.04"
"1993/06/26","802.90","755.42"
"1993/06/28","802.90","761.04"
"1993/06/29","803.80","755.81"
"1993/06/30","803.70","752.74"
"1993/07/01","803.20","751.71"
"1993/07/02","803.10","742.58"
"1993/07/03","803.40","740.46"
"1993/07/05","803.40","738.28"
"1993/07/06","804.40","737.64"
"1993/07/07","804.40","739.10"
"1993/07/08","804.10","749.05"
"1993/07/09","804.40","741.38"
"1993/07/10","805.10","732.74"
"1993/07/12","805.10","731.05"
"1993/07/13","806.20","738.18"
"1993/07/14","805.90","745.86"
"1993/07/15","806.20","751.70"
"1993/07/16","807.50","746.30"
"1993/07/19","807.80","749.00"
"1993/07/20","808.80","746.81"
"1993/07/21","808.00","747.63"
"1993/07/22","807.80","746.68"
"1993/07/23","808.50","761.66"
"1993/07/24","808.70","756.50"
"1993/07/26","808.70","756.15"
"1993/07/27","809.00","759.27"
"1993/07/28","807.60","759.74"
"1993/07/29","806.70","761.76"
"1993/07/30","806.60","758.80"
"1993/07/31","806.60","770.02"
"1993/08/02","806.60","770.02"
"1993/08/03","806.70","772.44"
"1993/08/04","806.30","771.58"
"1993/08/05","806.00","768.35"
"1993/08/06","806.50","773.44"
"1993/08/07","808.20","773.95"
"1993/08/09","808.20","773.03"
"1993/08/10","809.10","770.94"
"1993/08/11","807.90","772.00"
"1993/08/12","809.10","780.98"
"1993/08/13","809.90","786.69"
"1993/08/14","809.20","794.11"
"1993/08/16","809.20","795.28"
"1993/08/17","810.40","798.97"
"1993/08/18","810.40","798.82"
"1993/08/19","809.90","796.75"
"1993/08/20","810.60","773.10"
"1993/08/21","810.90","778.21"
"1993/08/23","810.90","780.46"
"1993/08/24","810.70","786.71"
"1993/08/25","809.70","780.96"
"1993/08/26","809.00","772.32"
"1993/08/27","808.30","771.65"
"1993/08/28","808.50","778.90"
"1993/08/30","808.50","779.28"
"1993/08/31","808.40","777.31"
"1993/09/01","808.10","770.35"
"1993/09/02","808.30","766.16"
"1993/09/03","807.40","763.50"
"1993/09/04","807.60","772.82"
"1993/09/06","807.60","770.24"
"1993/09/07","808.30","774.98"
"1993/09/08","808.10","775.53"
"1993/09/09","807.40","764.95"
"1993/09/10","807.30","765.79"
"1993/09/11","807.50","761.54"
"1993/09/13","807.50","761.43"
"1993/09/14","808.60","761.21"
"1993/09/15","808.80","761.94"
"1993/09/16","808.70","773.14"
"1993/09/17","809.00","775.09"
"1993/09/18","810.10","775.40"
"1993/09/20","810.10","773.73"
"1993/09/21","811.10","775.80"
"1993/09/22","809.70","760.28"
"1993/09/23","808.90","760.64"
"1993/09/24","808.90","764.19"
"1993/09/25","808.90","763.47"
"1993/09/27","808.90","763.11"
"1993/09/28","808.80","761.94"
"1993/10/02","809.10","763.30"
"1993/10/04","809.10","760.79"
"1993/10/05","812.00","768.76"
"1993/10/06","813.10","767.80"
"1993/10/07","812.10","769.76"
"1993/10/08","811.40","772.39"
"1993/10/09","811.20","764.92"
"1993/10/11","811.20","764.74"
"1993/10/12","812.20","766.37"
"1993/10/13","811.40","768.01"
"1993/10/14","810.60","766.16"
"1993/10/15","810.40","756.32"
"1993/10/16","810.30","756.23"
"1993/10/18","810.30","757.29"
"1993/10/19","809.50","753.72"
"1993/10/20","809.60","757.34"
"1993/10/21","809.50","754.43"
"1993/10/22","809.20","747.77"
"1993/10/23","809.10","748.65"
"1993/10/25","809.10","746.88"
"1993/10/26","809.00","744.59"
"1993/10/27","809.40","748.72"
"1993/10/28","809.40","744.96"
"1993/10/29","808.90","748.29"
"1993/10/30","808.20","744.88"
"1993/11/01","808.20","743.86"
"1993/11/02","807.60","745.71"
"1993/11/03","807.30","748.54"
"1993/11/04","807.30","749.93"
"1993/11/05","807.10","745.04"
"1993/11/06","807.20","745.68"
"1993/11/08","807.20","744.99"
"1993/11/09","807.30","749.23"
"1993/11/10","807.30","747.81"
"1993/11/11","806.40","752.59"
"1993/11/12","805.40","755.89"
"1993/11/13","805.90","762.55"
"1993/11/15","805.90","761.00"
"1993/11/16","806.90","756.94"
"1993/11/17","807.60","754.41"
"1993/11/18","808.10","755.41"
"1993/11/19","807.50","752.32"
"1993/11/20","806.30","743.17"
"1993/11/22","806.30","743.82"
"1993/11/23","806.60","743.72"
"1993/11/24","807.10","746.38"
"1993/11/25","807.80","746.13"
"1993/11/26","807.70","745.66"
"1993/11/27","807.80","742.12"
"1993/11/29","807.80","742.29"
"1993/11/30","807.60","740.24"
"1993/12/01","807.80","740.66"
"1993/12/02","808.20","742.93"
"1993/12/03","808.80","742.53"
"1993/12/04","809.30","745.56"
"1993/12/06","809.30","746.83"
"1993/12/07","809.20","750.13"
"1993/12/08","809.40","752.23"
"1993/12/09","809.40","743.39"
"1993/12/10","809.30","745.90"
"1993/12/11","809.20","740.96"
"1993/12/13","809.20","741.70"
"1993/12/14","809.90","744.22"
"1993/12/15","810.80","741.37"
"1993/12/16","810.70","737.87"
"1993/12/17","810.40","741.45"
"1993/12/18","810.40","735.42"
"1993/12/20","810.40","736.39"
"1993/12/21","811.60","734.48"
"1993/12/22","811.70","730.93"
"1993/12/23","810.50","733.82"
"1993/12/24","808.30","731.49"
"1993/12/27","807.80","728.57"
"1993/12/28","808.10","724.43"
"1993/12/29","808.20","725.33"
"1993/12/30","808.40","723.72"
"1993/12/31","808.10","722.49"
"1994/01/03","807.20","721.68"
"1994/01/04","808.10","717.04"
"1994/01/05","809.00","718.79"
"1994/01/06","811.30","715.87"
"1994/01/07","813.00","722.51"
"1994/01/08","813.40","727.22"
"1994/01/10","813.40","728.43"
"1994/01/11","812.00","722.10"
"1994/01/12","811.70","723.12"
"1994/01/13","811.30","723.57"
"1994/01/14","811.00","725.73"
"1994/01/15","811.50","731.41"
"1994/01/17","811.50","729.47"
"1994/01/18","812.30","732.23"
"1994/01/19","812.00","732.52"
"1994/01/20","810.60","727.48"
"1994/01/21","810.50","726.91"
"1994/01/22","810.20","725.99"
"1994/01/24","810.20","722.10"
"1994/01/25","809.40","724.20"
"1994/01/26","809.10","730.23"
"1994/01/27","808.70","735.85"
"1994/01/28","808.40","743.15"
"1994/01/29","808.10","735.97"
"1994/01/31","808.10","734.64"
"1994/02/01","808.80","748.89"
"1994/02/02","807.90","748.85"
"1994/02/03","807.70","745.11"
"1994/02/04","807.60","744.57"
"1994/02/05","807.60","739.22"
"1994/02/07","807.60","739.46"
"1994/02/08","808.70","746.17"
"1994/02/12","811.00","757.24"
"1994/02/14","811.00","764.01"
"1994/02/15","812.40","795.15"
"1994/02/16","810.80","782.25"
"1994/02/17","811.00","780.18"
"1994/02/18","810.50","779.70"
"1994/02/19","810.10","774.29"
"1994/02/21","810.10","773.37"
"1994/02/22","809.40","761.07"
"1994/02/23","809.30","767.47"
"1994/02/24","808.30","765.07"
"1994/02/25","808.10","771.09"
"1994/02/26","808.00","770.99"
"1994/02/28","808.00","774.50"
"1994/03/02","808.60","772.89"
"1994/03/03","807.10","773.45"
"1994/03/04","807.40","778.97"
"1994/03/05","807.00","764.20"
"1994/03/07","807.00","765.65"
"1994/03/08","807.30","763.91"
"1994/03/09","808.80","769.41"
"1994/03/10","808.60","765.00"
"1994/03/11","809.30","768.93"
"1994/03/12","806.40","768.00"
"1994/03/14","806.40","764.00"
"1994/03/15","807.00","758.96"
"1994/03/16","807.20","760.61"
"1994/03/17","806.50","761.75"
"1994/03/18","806.30","762.28"
"1994/03/19","806.80","760.27"
"1994/03/21","806.80","758.81"
"1994/03/22","807.20","761.76"
"1994/03/23","807.50","761.79"
"1994/03/24","808.00","759.22"
"1994/03/25","808.00","768.97"
"1994/03/26","809.00","771.58"
"1994/03/28","809.00","771.03"
"1994/03/29","808.80","776.09"
"1994/03/30","807.60","782.94"
"1994/03/31","806.50","780.36"
"1994/04/01","807.20","785.60"
"1994/04/02","807.90","779.26"
"1994/04/04","807.90","777.95"
"1994/04/06","809.80","775.67"
"1994/04/07","809.30","772.60"
"1994/04/08","809.20","770.30"
"1994/04/09","811.10","770.60"
"1994/04/11","811.10","771.85"
"1994/04/12","810.30","785.17"
"1994/04/13","810.30","779.88"
"1994/04/14","809.40","783.28"
"1994/04/15","809.20","776.96"
"1994/04/16","809.20","782.25"
"1994/04/18","809.20","783.73"
"1994/04/19","809.00","784.87"
"1994/04/20","808.40","782.58"
"1994/04/21","807.40","785.22"
"1994/04/22","807.40","778.78"
"1994/04/23","807.20","781.87"
"1994/04/25","807.20","784.83"
"1994/04/26","807.40","782.55"
"1994/04/27","807.20","786.17"
"1994/04/28","807.00","787.70"
"1994/04/29","807.30","796.98"
"1994/04/30","807.50","794.78"
"1994/05/02","807.50","793.61"
"1994/05/03","807.90","794.67"
"1994/05/04","807.10","799.86"
"1994/05/06","806.00","782.52"
"1994/05/07","806.40","787.00"
"1994/05/09","806.40","785.58"
"1994/05/10","808.30","785.90"
"1994/05/11","806.80","773.17"
"1994/05/12","806.20","774.08"
"1994/05/13","805.90","773.97"
"1994/05/14","806.00","767.36"
"1994/05/16","806.00","766.71"
"1994/05/17","806.30","769.96"
"1994/05/19","806.20","778.56"
"1994/05/20","806.40","772.97"
"1994/05/21","806.50","774.36"
"1994/05/23","806.50","775.11"
"1994/05/24","806.10","771.20"
"1994/05/25","806.20","769.46"
"1994/05/26","806.50","772.88"
"1994/05/27","806.60","771.46"
"1994/05/28","806.60","773.53"
"1994/05/30","806.60","772.61"
"1994/05/31","806.10","771.61"
"1994/06/01","806.10","769.55"
"1994/06/02","806.50","772.14"
"1994/06/03","806.40","767.63"
"1994/06/04","806.30","765.10"
"1994/06/07","806.30","766.04"
"1994/06/08","806.40","772.78"
"1994/06/09","806.30","775.10"
"1994/06/10","806.30","775.18"
"1994/06/11","806.30","778.85"
"1994/06/13","806.30","778.43"
"1994/06/14","806.70","782.82"
"1994/06/15","807.00","783.11"
"1994/06/16","806.80","785.02"
"1994/06/17","806.30","780.13"
"1994/06/18","806.80","785.70"
"1994/06/20","806.80","785.97"
"1994/06/21","808.50","792.69"
"1994/06/22","808.90","806.28"
"1994/06/23","807.00","794.49"
"1994/06/24","806.20","797.82"
"1994/06/25","806.40","802.19"
"1994/06/27","806.40","806.00"
"1994/06/28","807.20","803.98"
"1994/06/29","806.40","808.83"
"1994/06/30","805.50","815.28"
"1994/07/01","805.10","817.78"
"1994/07/02","805.10","816.12"
"1994/07/04","805.10","817.65"
"1994/07/05","806.30","813.62"
"1994/07/06","806.50","816.09"
"1994/07/07","805.70","813.43"
"1994/07/08","805.90","817.76"
"1994/07/09","805.60","821.58"
"1994/07/11","805.60","820.12"
"1994/07/12","805.80","827.73"
"1994/07/13","806.10","827.19"
"1994/07/14","805.90","820.67"
"1994/07/15","806.40","819.93"
"1994/07/16","807.00","825.03"
"1994/07/18","807.00","825.79"
"1994/07/19","807.30","819.59"
"1994/07/20","806.00","813.94"
"1994/07/21","805.30","816.32"
"1994/07/22","805.10","812.00"
"1994/07/23","803.90","812.43"
"1994/07/25","803.90","815.31"
"1994/07/26","802.60","813.79"
"1994/07/27","802.60","817.73"
"1994/07/28","802.40","814.41"
"1994/07/29","802.30","804.31"
"1994/07/30","802.60","803.00"
"1994/08/01","802.60","815.77"
"1994/08/02","802.80","808.46"
"1994/08/03","802.60","800.48"
"1994/08/04","802.70","802.82"
"1994/08/05","802.60","798.49"
"1994/08/06","802.70","801.10"
"1994/08/08","802.70","801.10"
"1994/08/09","803.70","792.21"
